ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Dependents,Property_Area,Loan_Status
192703,90947,1038911,1,0,Rural,0
25714,0,194144,1,0,Rural,0
87892,0,5241347,1,0,Semiurban,1
170514,90947,4844152,0,0,Semiurban,0
78764,90947,5909403,1,1,Rural,1
63889,90947,1008365,0,0,Rural,1
130513,90947,3842912,1,2,Semiurban,1
69892,90947,6956399,1,2,Semiurban,1
30869,0,2883928,1,1,Semiurban,1
195319,90947,4709773,1,0,Urban,1
173751,0,1313019,1,0,Semiurban,1
190371,0,1360172,1,0,Semiurban,1
124291,90947,5796245,1,0,Rural,1
75947,0,1914594,1,0,Urban,1
144008,0,5717820,1,2,Urban,1
154662,0,6314450,1,0,Semiurban,1
145764,90947,6344774,1,2,Urban,1
81797,90947,948592,1,0,Rural,1
184863,0,746415,0,3,Rural,0
22700,90947,4614524,1,1,Urban,1
154052,0,5859064,1,0,Rural,1
187760,90947,906171,1,1,Urban,1
36474,0,6441791,1,0,Urban,0
49424,90947,6104370,0,3,Urban,0
20470,90947,1653032,1,0,Semiurban,1
59805,0,722179,1,1,Semiurban,1
167586,90947,1193448,1,1,Semiurban,1
110295,0,1484908,1,3,Rural,1
184081,0,4659938,1,0,Rural,1
189266,0,6027796,0,3,Semiurban,0
41823,90947,2652966,1,1,Semiurban,1
80830,0,3440690,1,0,Rural,1
105754,90947,3103183,1,0,Rural,1
184386,0,3366058,1,0,Rural,1
112196,90947,3079313,1,0,Rural,1
96999,0,665606,1,0,Semiurban,1
72983,0,747563,1,1,Rural,1
90240,0,3226359,1,1,Semiurban,1
26994,0,689557,1,0,Urban,1
128935,90947,4956211,1,3,Rural,0
194460,90947,6092047,1,0,Semiurban,1
60003,90947,4995344,1,0,Urban,1
84442,90947,6455200,1,2,Urban,1
52602,90947,2282012,1,0,Semiurban,1
97818,90947,807936,1,1,Urban,1
26516,0,3911437,1,1,Semiurban,0
150070,0,2378864,1,1,Rural,0
49280,0,3654570,1,1,Semiurban,1
49588,0,2133369,1,1,Semiurban,1
181655,0,3153715,1,0,Rural,1
140366,90947,4396714,1,0,Urban,1
139192,0,3199129,1,3,Urban,1
182090,0,4039855,1,0,Rural,1
36583,90947,4926943,1,2,Rural,1
133880,90947,3138094,0,3,Urban,0
48761,0,6162769,1,0,Urban,0
45268,90947,6515302,1,0,Rural,1
192595,0,6975278,1,2,Rural,1
102714,90947,607176,1,0,Semiurban,1
138743,90947,1123664,1,0,Rural,1
69337,90947,4812583,0,3,Rural,0
169335,90947,3622845,1,0,Urban,1
59763,0,2787462,1,0,Rural,1
101868,0,3798077,1,0,Rural,1
74922,90947,1441804,1,0,Urban,1
87973,90947,1283241,1,0,Urban,1
161480,90947,4783741,1,0,Semiurban,1
47562,90947,6770316,1,0,Rural,1
122553,0,4176258,1,0,Semiurban,1
91015,90947,5493674,1,3,Urban,1
171243,0,3449759,1,0,Semiurban,1
21831,0,200598,1,0,Urban,1
113114,90947,1835456,1,1,Urban,1
33745,90947,6731897,1,2,Urban,1
118878,90947,4641276,1,3,Rural,1
146228,90947,6532987,1,0,Rural,1
173951,0,4560151,1,2,Urban,1
170035,0,2848605,1,3,Rural,1
48957,90947,4314734,1,0,Urban,0
153766,90947,5670484,1,0,Urban,1
68752,0,2303890,1,0,Urban,1
70041,0,5632295,0,0,Rural,0
70016,90947,2169159,1,2,Urban,1
192173,90947,3347016,1,3,Urban,1
39867,90947,3192295,1,0,Semiurban,1
31996,90947,1455657,1,1,Semiurban,0
132328,0,5153419,1,0,Semiurban,1
71440,90947,3041142,1,0,Semiurban,1
55446,90947,1576198,1,3,Rural,1
143511,0,5486371,1,0,Urban,1
160792,90947,2469179,1,1,Semiurban,1
89458,90947,572217,1,0,Rural,1
21377,90947,763999,1,1,Semiurban,1
105329,0,6516712,1,0,Rural,0
88042,0,3503424,1,0,Urban,1
125344,90947,2733465,1,3,Semiurban,1
28882,0,580247,0,2,Rural,0
170893,0,4963349,1,0,Semiurban,1
127788,0,1078242,1,0,Semiurban,1
28181,0,236951,1,3,Rural,1
80939,90947,1620510,1,3,Urban,1
125975,0,1118751,1,1,Urban,1
148152,0,4926459,1,0,Urban,1
142377,90947,1854021,1,0,Rural,1
90176,90947,2713713,1,3,Semiurban,1
189736,90947,1132124,1,0,Semiurban,1
27151,90947,4986670,1,1,Urban,1
39844,90947,5132698,1,0,Rural,1
172424,90947,2141851,1,0,Semiurban,1
119746,90947,3566088,1,0,Urban,1
154376,0,4099558,1,1,Urban,1
68064,90947,877381,0,1,Semiurban,0
183941,0,436112,1,0,Semiurban,1
24536,90947,5194936,1,0,Urban,1
161326,90947,4039755,1,0,Rural,1
157375,90947,3067819,1,1,Semiurban,1
104635,0,1742269,1,1,Urban,1
76804,90947,5447500,1,0,Rural,1
146277,90947,875139,1,0,Rural,1
147981,0,305699,0,0,Semiurban,0
24172,90947,666493,1,1,Semiurban,1
122754,0,6054364,1,1,Urban,1
197868,90947,6915017,1,0,Urban,1
128755,90947,1152175,0,0,Semiurban,0
90487,90947,3950293,1,2,Semiurban,0
59445,0,3292760,1,0,Urban,1
195263,0,196063,1,1,Semiurban,1
51444,90947,1384932,1,0,Rural,1
182808,90947,4434094,1,0,Rural,1
125041,0,4198849,1,0,Rural,1
137639,0,303548,1,2,Semiurban,1
141816,0,4869551,1,0,Rural,1
115657,0,366176,1,1,Rural,1
172738,0,6209083,1,0,Urban,1
136686,0,6256120,1,0,Semiurban,1
65159,90947,6550545,1,0,Semiurban,1
150099,90947,1735665,1,1,Semiurban,1
186140,90947,5480948,1,0,Urban,1
182828,0,2078678,1,2,Urban,1
145398,0,415155,1,3,Rural,1
180457,90947,1278627,1,1,Rural,1
105260,90947,813974,1,0,Urban,1
33502,90947,2385424,1,0,Rural,1
148440,0,5275572,0,3,Urban,0
156185,90947,3979800,1,0,Urban,1
173462,90947,6055225,1,0,Semiurban,1
28473,90947,5013658,0,0,Urban,0
53247,90947,5842904,1,0,Rural,1
119420,90947,2666597,1,0,Rural,1
85424,90947,5498272,0,0,Rural,0
169783,0,4865841,0,0,Rural,0
178321,90947,2208361,1,0,Semiurban,1
51955,90947,3229386,1,3,Urban,1
137535,0,4268916,1,0,Urban,1
160668,90947,3258037,1,3,Urban,1
123782,90947,4969582,0,0,Urban,0
65246,90947,1654197,1,1,Rural,1
43122,0,3226352,1,2,Urban,0
153938,0,4456244,1,0,Urban,1
125114,90947,2479834,1,0,Urban,1
47439,90947,6242743,0,2,Urban,0
191783,90947,3750039,0,0,Semiurban,0
191435,90947,6424471,1,2,Rural,1
22566,90947,1524200,0,1,Semiurban,0
35157,90947,3836401,1,0,Rural,1
57086,0,4379720,0,0,Urban,0
84911,0,1491519,1,3,Rural,1
140682,90947,3716239,1,3,Semiurban,1
124142,90947,2968218,1,1,Semiurban,0
21276,90947,5781085,1,1,Semiurban,0
119533,0,229124,1,1,Urban,1
27892,90947,4938594,1,0,Urban,1
114508,90947,4165241,0,1,Urban,0
94518,90947,5093418,1,3,Rural,1
147601,0,6903885,1,0,Urban,1
40185,90947,6623568,1,0,Semiurban,1
76074,90947,323190,1,3,Urban,1
150645,90947,6710599,1,1,Semiurban,1
115050,90947,4940790,0,0,Rural,0
64617,0,1124474,1,0,Semiurban,1
66584,90947,6650717,1,1,Semiurban,1
170304,0,5692468,1,1,Semiurban,1
40908,0,5362833,1,0,Rural,1
55143,90947,2118260,1,0,Urban,1
125072,90947,743471,1,0,Urban,1
158039,90947,1602632,1,2,Urban,1
66111,0,5740596,0,2,Rural,0
69619,90947,4599948,1,0,Rural,1
123917,90947,6293396,0,1,Semiurban,0
31623,0,3829839,1,1,Rural,1
97739,90947,275274,1,3,Rural,1
157559,0,5957970,1,0,Semiurban,1
58545,90947,3266733,1,0,Urban,1
111073,90947,1971084,1,2,Rural,1
134638,0,3041304,1,0,Semiurban,1
112056,90947,6721103,1,0,Semiurban,1
198231,0,5639167,0,1,Rural,0
16613,90947,724670,0,0,Urban,0
184480,90947,2315283,1,3,Urban,1
144763,0,4090987,1,0,Urban,1
94094,90947,122030,1,0,Urban,1
151705,0,6765244,0,3,Urban,0
90210,90947,1759112,0,0,Rural,0
192523,90947,6317888,1,1,Semiurban,1
70053,90947,1958576,1,0,Urban,1
90327,90947,2109009,1,0,Semiurban,1
143243,0,3875901,1,0,Urban,1
50680,0,6386938,1,0,Semiurban,0
16544,0,4694113,1,1,Rural,0
136036,90947,6614019,1,0,Urban,1
141648,0,6220638,1,0,Rural,1
20612,0,6215280,1,2,Semiurban,1
180429,0,5117235,1,0,Rural,1
45887,0,577088,1,0,Semiurban,1
22551,0,302626,0,0,Urban,0
120274,90947,4244376,1,0,Rural,1
36815,0,2590719,1,1,Rural,0
72403,0,650414,1,3,Rural,1
47720,0,173612,1,3,Rural,1
198962,90947,131921,1,0,Rural,1
166147,90947,1279342,1,0,Urban,1
93140,0,3378621,1,0,Semiurban,1
34755,90947,639957,0,3,Urban,0
55504,90947,2943143,1,1,Urban,1
94914,0,3916547,1,0,Rural,1
96213,90947,4515871,1,0,Rural,1
190001,90947,1052396,1,1,Semiurban,1
82543,90947,6974636,1,0,Urban,1
121442,90947,1964503,1,1,Semiurban,1
53748,90947,5620073,1,0,Rural,1
130823,90947,3813791,1,1,Urban,1
37463,90947,728968,1,0,Semiurban,1
43612,0,5225446,1,3,Semiurban,0
124463,0,6596846,1,0,Semiurban,1
58514,90947,4822575,1,0,Semiurban,1
135649,0,5617489,1,0,Rural,1
18806,0,2230708,1,0,Semiurban,1
20826,90947,3483076,1,3,Semiurban,1
29808,0,3623297,1,2,Rural,0
33100,90947,6529938,1,3,Urban,1
70655,90947,4437070,1,2,Semiurban,1
159640,0,4814946,1,0,Rural,1
38087,90947,3879043,1,2,Urban,1
15738,90947,4120586,1,0,Rural,1
28006,90947,5717534,1,2,Urban,1
110754,90947,1517135,1,2,Urban,1
155092,90947,1703242,1,3,Rural,1
88336,0,4822998,0,2,Rural,0
159484,0,5678080,1,0,Rural,0
197370,90947,966499,1,0,Semiurban,1
59565,90947,5439393,1,0,Rural,1
75486,0,6457433,1,0,Rural,0
113619,90947,1511881,1,2,Semiurban,1
130164,90947,6245472,0,0,Semiurban,0
111822,90947,6771620,1,2,Rural,1
168726,0,4864560,1,0,Semiurban,1
179390,90947,6035890,1,2,Rural,1
17472,0,6497687,1,3,Rural,0
23072,0,603195,1,2,Rural,1
175130,0,1303326,1,0,Semiurban,0
24156,90947,6079975,1,0,Semiurban,1
115490,0,3232532,1,3,Semiurban,1
19227,90947,3041907,1,0,Rural,1
152376,90947,5226486,1,2,Urban,1
60472,90947,6217791,0,0,Semiurban,0
56516,0,2418000,0,0,Urban,0
100395,0,2125824,1,1,Urban,1
185148,90947,6890792,1,0,Urban,1
177964,90947,3890476,1,0,Rural,1
65482,90947,2734660,1,0,Urban,1
125406,90947,2164999,1,0,Semiurban,1
137511,90947,1679356,1,0,Semiurban,1
152951,0,4645746,1,0,Rural,1
199497,90947,654190,1,3,Semiurban,1
173026,90947,4511975,1,0,Urban,1
116879,0,1599615,1,3,Rural,0
26804,0,1106049,1,0,Semiurban,1
149441,0,372127,0,2,Urban,0
166137,0,2669621,1,3,Semiurban,1
32334,0,3640351,1,0,Semiurban,0
67087,90947,2743479,0,0,Semiurban,0
174561,90947,6250976,1,1,Urban,1
25690,90947,439548,1,0,Semiurban,1
78381,90947,1361732,1,1,Urban,1
139639,90947,5893316,0,0,Rural,0
93443,90947,2728442,1,2,Rural,1
90889,90947,354173,1,0,Rural,0
66839,0,6019636,1,0,Semiurban,0
95984,90947,1563976,1,0,Rural,1
59567,0,1671177,0,0,Rural,0
81457,90947,1636548,1,1,Rural,1
167098,90947,3142704,1,1,Rural,1
19071,90947,970256,1,0,Semiurban,1
56577,90947,6275559,1,1,Semiurban,1
165285,90947,348334,1,0,Semiurban,1
115113,90947,409354,1,0,Rural,1
115290,90947,6371685,0,0,Urban,0
130267,0,4490844,0,1,Rural,0
75917,90947,3314947,1,2,Rural,1
86224,90947,1456489,1,0,Urban,1
70847,0,4314357,1,0,Semiurban,0
162929,90947,2239740,1,1,Urban,1
176964,0,5164000,1,0,Urban,1
17326,90947,2979712,1,3,Urban,1
135827,90947,723515,1,0,Rural,1
85141,0,4205422,1,0,Urban,1
52458,0,6015073,1,0,Urban,0
128882,90947,4609927,1,0,Urban,1
21247,90947,825238,1,3,Urban,1
136822,90947,4679810,1,0,Rural,1
149194,90947,3831183,1,1,Semiurban,1
56728,90947,1970703,1,0,Semiurban,1
194203,90947,5828236,1,0,Urban,1
147184,90947,5950557,0,3,Rural,0
145518,90947,1422845,1,1,Semiurban,1
52625,90947,1178033,1,1,Urban,1
29698,90947,219713,1,0,Semiurban,1
82613,90947,3822424,1,0,Semiurban,1
104997,90947,4545474,1,1,Urban,1
33143,0,5940592,1,0,Rural,1
89244,90947,4410834,1,3,Rural,1
152708,0,2624823,1,0,Urban,1
70566,90947,1415849,1,0,Semiurban,1
124968,0,3958833,1,1,Urban,1
27335,0,3167788,1,0,Rural,1
20472,90947,3575815,1,0,Semiurban,1
99248,0,6105828,1,3,Semiurban,0
94347,0,5928549,1,1,Urban,1
187306,90947,2326494,1,0,Semiurban,1
58188,0,3481400,0,0,Semiurban,0
19566,90947,5130667,1,0,Rural,1
114198,90947,5808265,1,0,Rural,1
174492,90947,1775588,1,0,Rural,1
41023,0,6497029,1,1,Semiurban,0
46181,0,2603678,1,0,Urban,1
76317,0,2915444,1,0,Urban,1
44207,90947,5760536,1,3,Urban,1
62193,90947,4573315,1,2,Rural,1
151850,90947,3523198,1,0,Rural,1
20434,90947,2975871,1,2,Urban,1
121527,0,2769407,1,2,Semiurban,1
83002,0,4674352,1,0,Rural,1
77183,90947,211171,1,0,Urban,1
190233,90947,101262,1,0,Semiurban,1
52600,0,6312625,1,0,Semiurban,0
58977,0,469284,0,0,Semiurban,0
188868,0,5445614,1,2,Semiurban,1
56632,0,1836180,0,2,Urban,0
137646,90947,6202838,1,0,Urban,0
129401,90947,6444187,1,0,Rural,1
134800,90947,6372216,1,0,Semiurban,1
55553,90947,6282392,1,2,Urban,1
104053,0,3149800,1,3,Semiurban,1
95870,0,4239012,1,0,Semiurban,1
19676,0,1724251,0,0,Rural,0
133991,0,5680400,0,0,Rural,0
167774,90947,2245287,1,1,Rural,1
121120,90947,5021528,1,0,Urban,1
157579,90947,6388973,1,3,Urban,1
43536,90947,638034,1,0,Semiurban,1
194560,0,1991386,1,1,Rural,1
76418,0,298672,1,3,Urban,1
73928,0,3755567,1,0,Semiurban,1
39601,0,870466,1,1,Rural,0
118914,0,6961036,1,0,Urban,0
76950,90947,2181354,1,2,Rural,0
86848,90947,1720477,1,3,Rural,1
126954,0,2142630,1,1,Semiurban,1
95839,90947,140543,1,3,Urban,1
66172,0,5536716,1,0,Rural,1
121706,0,289993,1,0,Rural,0
186928,90947,851837,1,1,Semiurban,1
50434,0,5237690,1,3,Urban,0
196309,90947,5422844,1,0,Rural,1
126628,0,2673986,1,0,Urban,1
104565,90947,1913969,1,0,Urban,1
71402,0,4372614,0,3,Urban,0
182703,90947,5187135,1,0,Urban,0
137229,90947,4350246,1,0,Semiurban,1
59012,90947,6704104,1,3,Semiurban,1
167416,90947,3376050,0,0,Rural,0
117330,90947,2442146,0,0,Semiurban,0
89316,0,2834693,0,3,Urban,0
119542,90947,3608663,0,0,Semiurban,0
187709,90947,3045344,1,2,Urban,1
98769,0,3092293,0,0,Semiurban,0
126261,0,1332741,1,3,Urban,1
65461,90947,6128443,1,0,Urban,1
32974,0,314403,1,2,Urban,1
26437,90947,5088389,1,2,Rural,1
43837,90947,4430932,1,0,Urban,1
120825,90947,4985688,1,1,Rural,1
178791,90947,2522603,1,2,Semiurban,1
79381,90947,4465742,1,0,Semiurban,0
78930,0,1371016,1,0,Semiurban,1
140476,90947,1612145,1,2,Rural,1
139275,90947,5566216,1,0,Semiurban,1
84509,90947,2319391,1,1,Rural,1
196060,0,3031948,1,0,Rural,1
24257,90947,202172,1,2,Rural,1
35544,90947,1689530,1,2,Rural,1
181885,0,3324725,1,0,Rural,1
150503,90947,4324158,1,0,Semiurban,1
125557,90947,2882296,1,2,Urban,1
142581,90947,4532911,0,0,Rural,0
61089,0,5594002,1,2,Semiurban,0
180799,0,1055767,1,3,Rural,1
196939,0,2674859,1,0,Urban,1
28079,0,761461,1,3,Rural,1
146058,90947,6514901,1,0,Urban,1
82942,90947,1581509,1,1,Semiurban,1
47900,0,1881398,1,2,Semiurban,1
89403,90947,6949984,1,1,Urban,1
87690,90947,6755147,1,0,Rural,1
126593,90947,6563235,1,0,Semiurban,1
48557,90947,901310,0,1,Urban,0
20511,90947,930383,1,2,Urban,1
48758,0,3258202,1,2,Semiurban,1
28598,90947,4702881,1,3,Urban,1
101167,90947,2097642,1,2,Semiurban,1
177092,90947,1391752,1,0,Rural,1
29726,90947,811634,1,0,Rural,1
54041,90947,1388972,1,3,Rural,1
65750,90947,141756,1,0,Semiurban,1
199146,0,5148349,1,2,Urban,1
87232,90947,6340194,0,3,Semiurban,0
164488,90947,1311726,1,0,Semiurban,1
75504,0,2193308,1,1,Urban,1
121262,90947,6505036,1,0,Urban,1
57673,90947,6161269,0,3,Semiurban,0
51310,90947,6454961,1,2,Urban,1
58050,90947,2131766,1,0,Semiurban,0
188522,90947,4403607,1,0,Urban,1
181966,90947,5923982,1,0,Urban,1
106186,90947,568192,1,2,Rural,1
51193,90947,4032888,1,3,Rural,1
89404,90947,5070386,1,1,Urban,1
170458,90947,3691269,1,2,Semiurban,1
47684,90947,6921374,1,0,Rural,1
81808,90947,4244397,1,0,Semiurban,1
73474,90947,6501400,1,2,Urban,1
105288,0,6528430,1,3,Semiurban,0
158488,0,4060445,1,3,Semiurban,1
113229,0,1264817,1,0,Semiurban,1
84539,0,1568108,0,0,Urban,0
116568,0,5634946,1,2,Urban,1
112704,0,4962332,1,1,Rural,1
40693,90947,3862179,1,0,Rural,1
41033,90947,5393489,1,3,Semiurban,1
133879,0,787301,1,3,Rural,1
146760,0,853560,1,3,Semiurban,1
69226,90947,4189534,1,2,Rural,1
131270,90947,1518868,1,1,Urban,1
30998,90947,990887,1,2,Semiurban,1
139681,0,5248775,1,1,Urban,1
122819,90947,5129174,1,0,Urban,1
139655,0,3301082,0,2,Rural,0
19907,0,3451346,0,3,Urban,0
133496,90947,2048906,1,2,Urban,1
179204,90947,5328554,1,0,Rural,1
130263,90947,2555469,1,0,Rural,1
79915,90947,5714887,1,2,Urban,1
118221,90947,4645753,1,1,Semiurban,1
145283,90947,2107498,1,0,Urban,0
190986,90947,1466863,1,2,Urban,0
186982,90947,3875366,0,3,Rural,0
68928,0,2048335,1,0,Semiurban,1
40117,90947,2509717,1,1,Urban,0
121213,90947,4608282,1,0,Urban,1
73280,0,3280639,1,2,Rural,1
133737,90947,2846116,1,0,Semiurban,1
62098,0,5408598,0,1,Urban,0
114677,0,5018665,1,0,Rural,1
107657,90947,5221099,0,3,Urban,0
136196,0,3085201,1,0,Urban,1
87006,90947,4794979,1,0,Semiurban,1
33923,90947,1628149,1,0,Semiurban,1
197980,90947,1317305,0,0,Semiurban,0
104295,90947,3343246,1,2,Rural,1
70485,90947,6087339,0,1,Semiurban,0
41329,90947,412526,1,1,Urban,1
151314,90947,5142466,1,1,Semiurban,1
187763,0,1601181,1,2,Rural,0
94648,0,866910,1,0,Semiurban,1
32217,90947,866756,1,2,Rural,1
36070,0,4465218,1,0,Urban,0
28510,0,1858617,1,0,Urban,0
160932,90947,2786153,1,0,Rural,1
28151,90947,3185246,1,3,Semiurban,1
162740,90947,2451815,1,0,Urban,0
186331,90947,3118945,0,0,Semiurban,0
149610,0,4378202,1,1,Rural,1
19233,0,663924,1,0,Rural,1
64227,0,6718127,1,1,Semiurban,0
30033,90947,5084777,1,0,Semiurban,1
127341,0,6178479,1,0,Urban,1
24087,90947,2204642,1,0,Semiurban,1
159057,90947,2997074,1,0,Semiurban,1
38399,0,883749,1,0,Semiurban,1
115048,90947,606612,1,0,Rural,1
186077,90947,3015710,1,2,Semiurban,1
38084,90947,6671982,1,0,Rural,1
104265,90947,4060462,1,1,Rural,1
36167,90947,372875,1,0,Urban,1
73282,0,6215347,1,3,Rural,1
51109,90947,4475382,1,1,Semiurban,1
131395,90947,6483419,0,0,Rural,0
174987,0,5930592,1,0,Urban,1
150323,0,1369150,1,0,Rural,1
61268,0,3316841,1,0,Rural,1
28221,0,1571649,1,0,Rural,1
61154,90947,1804682,1,0,Semiurban,1
63672,0,3529489,1,2,Urban,1
149850,90947,1332183,1,3,Urban,1
118317,0,2879929,1,1,Rural,1
42532,90947,3239743,1,1,Semiurban,1
81181,90947,6978978,1,3,Rural,1
50007,90947,2616560,1,2,Semiurban,1
106241,0,5636437,1,0,Urban,0
188493,90947,2538814,1,2,Semiurban,0
140226,90947,1603398,1,3,Semiurban,1
54862,0,1970080,0,3,Urban,0
171699,90947,4613098,1,0,Rural,1
56486,90947,5369940,1,2,Semiurban,1
19458,90947,1732514,1,0,Rural,1
99057,90947,2476205,1,0,Rural,1
90453,0,3382139,1,0,Semiurban,1
188760,90947,3366827,0,0,Urban,0
46257,90947,5478621,1,1,Urban,0
185605,90947,6649144,1,0,Rural,1
166996,0,4828080,0,0,Rural,0
26243,90947,3898826,0,1,Rural,0
113432,90947,3650683,1,0,Rural,1
132841,90947,2066487,1,0,Urban,1
121704,0,5579825,1,0,Rural,1
54403,90947,6328710,1,0,Semiurban,1
125555,90947,4565680,1,0,Urban,1
47768,90947,5510570,1,2,Rural,1
165691,0,5033408,0,2,Rural,0
101852,0,841028,1,3,Rural,1
55772,0,4431287,1,1,Rural,0
112089,0,1670919,1,3,Rural,1
147706,0,1797105,1,3,Rural,0
40373,0,6036316,1,0,Urban,0
89631,0,507363,1,2,Urban,1
199577,0,6326232,1,0,Rural,1
190203,0,812790,1,1,Semiurban,1
147966,0,6691802,1,3,Rural,1
118960,0,6746563,1,0,Urban,1
53034,90947,4626393,1,0,Semiurban,1
150922,90947,1815290,1,0,Semiurban,1
71902,0,2524406,1,1,Rural,1
17061,90947,2696820,1,0,Urban,1
39451,0,1753266,1,0,Semiurban,1
199749,90947,4868411,1,0,Semiurban,1
95672,0,5864302,1,3,Urban,0
83900,0,5954112,1,1,Rural,1
24066,90947,4114863,1,0,Urban,1
66997,0,6176268,1,3,Rural,0
105094,90947,951381,0,2,Urban,0
74347,0,6961591,1,3,Semiurban,0
106853,0,6259584,1,0,Urban,1
183858,0,3506769,1,3,Rural,0
40463,0,3757889,1,1,Urban,0
113572,90947,670646,1,0,Rural,1
88158,0,6984310,0,2,Rural,0
51177,0,2875856,0,0,Semiurban,0
199101,0,1144931,1,3,Rural,1
94283,90947,6318251,1,0,Urban,1
103038,90947,3990848,1,0,Semiurban,1
134368,90947,133092,1,0,Urban,1
158446,0,2237348,1,3,Urban,0
109558,0,4188705,1,1,Urban,1
182335,90947,4275276,1,1,Urban,1
102717,90947,1804490,1,3,Urban,1
41408,0,4292675,1,0,Rural,0
98174,90947,3293216,1,2,Urban,1
184663,0,5986226,1,3,Semiurban,1
40143,90947,5528454,1,1,Semiurban,1
35694,0,1429635,1,1,Rural,1
138696,0,995095,1,0,Urban,1
59730,0,1679584,1,2,Urban,1
59639,90947,286275,1,0,Urban,1
28044,0,467520,1,0,Semiurban,1
36158,0,627902,1,0,Rural,1
27239,0,2225269,1,0,Rural,0
89550,90947,514883,1,0,Urban,1
192098,0,1474041,1,0,Urban,0
27237,0,5708827,0,0,Rural,0
123991,90947,212416,1,2,Rural,1
197018,90947,1110948,1,0,Semiurban,1
174732,90947,1088991,1,2,Semiurban,1
17183,90947,5469794,1,0,Semiurban,1
37222,0,923574,1,1,Urban,1
19856,90947,6595080,1,0,Rural,1
189333,90947,4755786,1,1,Urban,1
25009,90947,3075767,0,1,Semiurban,0
112951,90947,5235782,1,0,Semiurban,1
140777,90947,5951719,0,0,Urban,0
21407,90947,6571830,1,2,Rural,1
51710,0,2843575,1,1,Rural,1
122507,90947,1113544,1,3,Semiurban,1
76812,0,1427009,1,0,Rural,1
52947,0,495747,0,0,Semiurban,0
49783,90947,3918905,1,0,Rural,1
115809,0,6115769,1,1,Rural,1
40355,90947,2324182,1,1,Rural,1
59491,90947,427847,1,0,Semiurban,1
56658,0,5701981,1,0,Semiurban,1
26640,90947,5142754,1,0,Urban,1
157749,90947,2525949,1,0,Semiurban,1
63606,0,1034479,1,1,Semiurban,1
46896,90947,4156336,1,1,Semiurban,1
195924,90947,2932489,1,0,Urban,1
37867,90947,2716882,1,0,Semiurban,1
121287,90947,6320920,1,3,Rural,1
18269,0,5924307,0,3,Semiurban,1
120919,90947,761719,1,0,Semiurban,1
94395,0,269030,1,2,Urban,1
67328,0,6629471,1,3,Urban,1
73259,90947,3530308,0,2,Semiurban,0
160369,90947,5760301,1,0,Rural,0
161791,0,6553992,1,0,Semiurban,1
27811,90947,3493009,1,1,Rural,1
118302,0,2270484,0,0,Rural,0
133439,90947,1289918,1,0,Urban,1
77941,0,375904,1,0,Semiurban,1
174957,0,6716079,1,0,Rural,1
145601,90947,4573552,1,2,Rural,1
135156,0,3824744,1,2,Urban,1
180335,90947,5483033,1,3,Rural,1
128585,90947,6304409,0,2,Rural,0
131887,0,1184324,1,0,Semiurban,1
73084,90947,5273198,1,3,Rural,1
76397,90947,6641675,1,3,Semiurban,1
39737,90947,6946209,0,1,Urban,0
95486,90947,2974509,1,1,Semiurban,1
56567,0,2829938,1,1,Rural,1
64879,90947,6222883,1,3,Semiurban,1
190816,0,5623933,1,3,Urban,1
130330,90947,4815834,0,2,Semiurban,0
143981,90947,5829053,1,0,Semiurban,0
59745,0,5905439,1,0,Semiurban,1
60858,90947,2325708,0,1,Urban,0
141824,90947,465061,1,2,Semiurban,1
141891,90947,831158,1,2,Urban,1
175815,90947,3058701,1,0,Semiurban,0
177346,90947,2749316,1,0,Rural,1
117347,90947,2706587,1,0,Rural,1
89819,90947,4197064,1,1,Urban,1
70529,90947,2078347,1,0,Urban,1
133215,90947,4516884,1,0,Urban,1
106134,90947,592228,1,0,Urban,1
57694,0,3815289,1,1,Rural,0
18766,90947,2641926,1,3,Urban,0
31537,90947,1560100,1,0,Rural,1
68429,90947,659118,1,0,Rural,1
196431,90947,6120277,1,3,Semiurban,1
17615,90947,1342560,1,2,Semiurban,1
145686,90947,3765974,1,0,Urban,1
85855,0,3575614,1,0,Urban,1
115284,90947,4175039,1,3,Rural,1
104133,90947,2492271,1,3,Rural,1
112999,0,5233895,1,1,Semiurban,1
111595,90947,3780235,1,0,Urban,0
181729,90947,5662947,1,0,Rural,1
124105,90947,4040750,1,0,Urban,1
23900,0,4489942,1,0,Semiurban,1
161927,0,6517560,1,3,Urban,0
27810,90947,1699714,1,1,Urban,1
184842,90947,1819297,1,3,Rural,1
55933,90947,5638383,1,0,Urban,1
67309,90947,4160725,1,2,Rural,1
111074,0,4379251,1,2,Rural,1
108329,90947,5663626,1,1,Semiurban,1
27241,90947,287943,1,2,Urban,1
39531,0,1607392,1,2,Semiurban,1
42158,90947,5147777,1,2,Semiurban,1
149717,90947,3291403,1,0,Semiurban,1
180961,0,5145802,0,3,Urban,0
111784,90947,3926356,1,1,Rural,1
181781,0,1190937,0,1,Semiurban,0
35264,0,2507144,1,3,Rural,1
138244,90947,1839439,1,0,Urban,1
91039,90947,588391,1,3,Urban,1
129590,0,394679,1,1,Semiurban,1
107976,90947,2941581,1,2,Rural,1
135687,0,6654648,1,0,Rural,0
64336,0,6061264,0,1,Semiurban,0
141383,90947,544534,1,0,Urban,1
34389,90947,3003430,0,0,Urban,0
102145,0,2309689,1,1,Semiurban,1
158339,90947,4837649,1,3,Rural,1
